USER_ID,ITEM_ID,TIMESTAMP,EVENT_TYPE,EVENT_VALUE
4,campuspulse-i33-e8281614,81,click,0.62
26,campuspulse-i33-e8456453,82,click,0.68
3,campuspulse-i33-e8378758,83,click,0.54
19,campuspulse-i33-e8358050,84,click,0.61
31,campuspulse-i33-e8231747,85,click,0.63
32,campuspulse-i33-e8586322,86,click,0.57
13,campuspulse-i33-e8375679,87,rsvp,0.89
3,campuspulse-i33-e8254309,88,click,0.5
23,campuspulse-i33-e8470620,89,click,0.55
29,campuspulse-i33-e8102319,90,click,0.69
39,campuspulse-i33-e8420311,91,click,0.68
9,campuspulse-i33-e8584761,92,rsvp,0.82
23,campuspulse-i33-e8392465,93,click,0.58
16,campuspulse-i33-e8165222,94,click,0.65
3,campuspulse-i33-e8281629,95,click,0.7
31,campuspulse-i33-e8556028,96,rsvp,0.82
23,campuspulse-i33-e8106123,97,click,0.52
3,campuspulse-i33-e8099294,98,click,0.54
16,campuspulse-i33-e8320833,99,rsvp,0.98
40,campuspulse-i33-e8470572,100,click,0.68
11,campuspulse-i33-e8457137,101,click,0.61
29,campuspulse-i33-e8498850,102,click,0.58
40,campuspulse-i33-e8375679,103,click,0.59
15,campuspulse-i33-e8532022,104,click,0.51
8,campuspulse-i33-e8420248,105,click,0.53
13,campuspulse-i33-e8316277,106,rsvp,0.97
7,campuspulse-i33-e8471379,107,click,0.62
13,campuspulse-i33-e8564752,108,click,0.51
13,campuspulse-i33-e8542730,109,click,0.61
31,campuspulse-i33-e8520872,110,click,0.58
34,campuspulse-i33-e8163184,111,click,0.57
31,campuspulse-i33-e8125027,112,click,0.52
34,campuspulse-i33-e8251214,113,click,0.7
32,campuspulse-i33-e8365498,114,click,0.69
17,campuspulse-i33-e8540143,115,click,0.64
16,campuspulse-i33-e8392465,116,click,0.68
39,campuspulse-i33-e8444387,117,click,0.64
13,campuspulse-i33-e8342563,118,click,0.61
2,campuspulse-i33-e8578390,119,click,0.64
7,campuspulse-i33-e8569391,120,click,0.64
16,campuspulse-i33-e8102324,121,click,0.61
2,campuspulse-i33-e8102324,122,click,0.53
19,campuspulse-i33-e8456438,123,rsvp,0.93
4,campuspulse-i33-e8583863,124,click,0.64
32,campuspulse-i33-e8528429,125,click,0.67
36,campuspulse-i33-e8228980,126,click,0.6
14,campuspulse-i33-e8447145,127,click,0.63
8,campuspulse-i33-e8588408,128,click,0.52
28,campuspulse-i33-e8351056,129,click,0.62
36,campuspulse-i33-e8467721,130,click,0.63
6,campuspulse-i33-e8329344,131,click,0.68
33,campuspulse-i33-e8391023,132,click,0.66
4,campuspulse-i33-e8519173,133,click,0.54
6,campuspulse-i33-e8521072,134,rsvp,0.8
16,campuspulse-i33-e8342339,135,click,0.63
32,campuspulse-i33-e8374472,136,rsvp,0.91
25,campuspulse-i33-e8499854,137,click,0.6
28,campuspulse-i33-e8186467,138,click,0.53
11,campuspulse-i33-e8310694,139,click,0.65
2,campuspulse-i33-e8406709,140,click,0.53
19,campuspulse-i33-e8498851,141,click,0.66
5,campuspulse-i33-e8342555,142,click,0.55
34,campuspulse-i33-e8515097,143,click,0.6
2,campuspulse-i33-e8521140,144,click,0.7
26,campuspulse-i33-e8499888,145,click,0.53
31,campuspulse-i33-e8504460,146,click,0.63
10,campuspulse-i33-e8539557,147,click,0.6
37,campuspulse-i33-e8401786,148,click,0.64
39,campuspulse-i33-e8107691,149,click,0.52
13,campuspulse-i33-e8539633,150,rsvp,0.77
6,campuspulse-i33-e8102330,151,rsvp,0.73
14,campuspulse-i33-e8517239,152,click,0.5
29,campuspulse-i33-e8254115,153,click,0.54
33,campuspulse-i33-e8528689,154,rsvp,0.85
33,campuspulse-i33-e8577538,155,click,0.58
9,campuspulse-i33-e8541362,156,click,0.51
27,campuspulse-i33-e8504460,157,click,0.5
11,campuspulse-i33-e8368960,158,rsvp,0.84
11,campuspulse-i33-e8125017,159,click,0.58
26,campuspulse-i33-e8102328,160,rsvp,0.9
17,campuspulse-i33-e8293736,161,click,0.63
16,campuspulse-i33-e8329344,162,click,0.59
4,campuspulse-i33-e8254454,163,click,0.66
35,campuspulse-i33-e8102320,164,click,0.6
34,campuspulse-i33-e8518524,165,rsvp,0.95
13,campuspulse-i33-e8226476,166,rsvp,0.72
14,campuspulse-i33-e8323117,167,click,0.65
31,campuspulse-i33-e8505571,168,rsvp,0.99
2,campuspulse-i33-e8107691,169,rsvp,0.88
10,campuspulse-i33-e8361646,170,click,0.61
26,campuspulse-i33-e8457137,171,click,0.5
12,campuspulse-i33-e8235109,172,rsvp,0.97
7,campuspulse-i33-e8511805,173,click,0.59
2,campuspulse-i33-e8183634,174,click,0.53
6,campuspulse-i33-e8447086,175,click,0.5
5,campuspulse-i33-e8228894,176,rsvp,0.77
23,campuspulse-i33-e8348822,177,rsvp,0.85
31,campuspulse-i33-e8375163,178,rsvp,0.9
28,campuspulse-i33-e8320338,179,click,0.58
39,campuspulse-i33-e8107674,180,rsvp,0.97
25,campuspulse-i33-e8099308,181,click,0.63
6,campuspulse-i33-e8456439,182,click,0.59
8,campuspulse-i33-e8583802,183,click,0.63
11,campuspulse-i33-e8420325,184,click,0.67
22,campuspulse-i33-e8570280,185,click,0.57
16,campuspulse-i33-e8587588,186,click,0.56
2,campuspulse-i33-e8329344,187,rsvp,0.87
5,campuspulse-i33-e8331439,188,click,0.6
22,campuspulse-i33-e8586322,189,click,0.62
34,campuspulse-i33-e8570716,190,click,0.55
36,campuspulse-i33-e8361646,191,click,0.53
32,campuspulse-i33-e8544672,192,click,0.64
33,campuspulse-i33-e8224118,193,rsvp,0.82
36,campuspulse-i33-e8099296,194,click,0.7
6,campuspulse-i33-e8420248,195,rsvp,0.84
8,campuspulse-i33-e8223504,196,click,0.7
2,campuspulse-i33-e8498852,197,click,0.63
22,campuspulse-i33-e8399820,198,click,0.54
14,campuspulse-i33-e8102327,199,click,0.56
19,campuspulse-i33-e8308733,200,click,0.61
34,campuspulse-i33-e8526235,201,click,0.66
5,campuspulse-i33-e8355364,202,click,0.55
36,campuspulse-i33-e8479066,203,click,0.65
30,campuspulse-i33-e8183663,204,click,0.64
21,campuspulse-i33-e8171588,205,click,0.59
38,campuspulse-i33-e8583343,206,rsvp,0.97
23,campuspulse-i33-e8479072,207,click,0.56
23,campuspulse-i33-e8229398,208,click,0.55
20,campuspulse-i33-e8165255,209,click,0.58
15,campuspulse-i33-e8555939,210,click,0.6
17,campuspulse-i33-e8124747,211,click,0.55
30,campuspulse-i33-e8499182,212,click,0.52
34,campuspulse-i33-e8165222,213,rsvp,0.96
11,campuspulse-i33-e8440145,214,click,0.62
16,campuspulse-i33-e8320475,215,click,0.58
4,campuspulse-i33-e8102329,216,click,0.51
18,campuspulse-i33-e8320836,217,click,0.66
10,campuspulse-i33-e8450008,218,click,0.5
38,campuspulse-i33-e8532022,219,rsvp,0.81
27,campuspulse-i33-e8317626,220,rsvp,0.72
8,campuspulse-i33-e8570280,221,click,0.61
36,campuspulse-i33-e8496833,222,click,0.64
26,campuspulse-i33-e8351056,223,click,0.51
18,campuspulse-i33-e8321448,224,click,0.56
9,campuspulse-i33-e8470575,225,rsvp,0.95
19,campuspulse-i33-e8320341,226,rsvp,0.71
37,campuspulse-i33-e8470998,227,click,0.67
30,campuspulse-i33-e8392465,228,click,0.66
22,campuspulse-i33-e8479070,229,rsvp,0.93
14,campuspulse-i33-e8484814,230,click,0.64
18,campuspulse-i33-e8322942,231,click,0.65
18,campuspulse-i33-e8365498,232,click,0.63
39,campuspulse-i33-e8254424,233,rsvp,0.99
14,campuspulse-i33-e8479064,234,rsvp,0.79
38,campuspulse-i33-e8374743,235,rsvp,0.88
13,campuspulse-i33-e8541362,236,click,0.62
3,campuspulse-i33-e8515097,237,click,0.51
10,campuspulse-i33-e8447086,238,click,0.66
7,campuspulse-i33-e8163199,239,rsvp,0.92
6,campuspulse-i33-e8509731,240,click,0.63
9,campuspulse-i33-e8544674,241,click,0.5
34,campuspulse-i33-e8540143,242,rsvp,0.89
13,campuspulse-i33-e8464581,243,click,0.61
21,campuspulse-i33-e8254115,244,click,0.59
4,campuspulse-i33-e8330089,245,rsvp,0.89
2,campuspulse-i33-e8276392,246,click,0.6
36,campuspulse-i33-e8253409,247,click,0.53
30,campuspulse-i33-e8542701,248,click,0.63
38,campuspulse-i33-e8348822,249,click,0.6
5,campuspulse-i33-e8281810,250,click,0.67
12,campuspulse-i33-e8383540,251,click,0.6
25,campuspulse-i33-e8254302,252,click,0.56
9,campuspulse-i33-e8456356,253,click,0.7
34,campuspulse-i33-e8320680,254,click,0.58
3,campuspulse-i33-e8456232,255,click,0.65
40,campuspulse-i33-e8588659,256,click,0.57
12,campuspulse-i33-e8125022,257,click,0.7
18,campuspulse-i33-e8470583,258,click,0.57
8,campuspulse-i33-e8499169,259,click,0.56
12,campuspulse-i33-e8331140,260,click,0.57
18,campuspulse-i33-e8374559,261,click,0.63
28,campuspulse-i33-e8228980,262,click,0.63
37,campuspulse-i33-e8158416,263,click,0.61
7,campuspulse-i33-e8252281,264,click,0.55
25,campuspulse-i33-e8254006,265,click,0.53
32,campuspulse-i33-e8439278,266,click,0.63
39,campuspulse-i33-e8456346,267,click,0.53
8,campuspulse-i33-e8572096,268,rsvp,0.98
11,campuspulse-i33-e8484805,269,rsvp,0.91
9,campuspulse-i33-e8107674,270,click,0.5
27,campuspulse-i33-e8102322,271,click,0.58
4,campuspulse-i33-e8368254,272,click,0.58
10,campuspulse-i33-e8542701,273,click,0.7
4,campuspulse-i33-e8422800,274,click,0.55
28,campuspulse-i33-e8254167,275,rsvp,0.73
35,campuspulse-i33-e8310307,276,click,0.54
31,campuspulse-i33-e8163184,277,click,0.69
2,campuspulse-i33-e8281619,278,click,0.64
10,campuspulse-i33-e8588628,279,click,0.67
40,campuspulse-i33-e8224079,280,rsvp,0.98
38,campuspulse-i33-e8329991,281,click,0.51
9,campuspulse-i33-e8350080,282,click,0.58
9,campuspulse-i33-e8342555,283,rsvp,0.75
11,campuspulse-i33-e8349866,284,click,0.59
39,campuspulse-i33-e8532022,285,click,0.67
10,campuspulse-i33-e8470624,286,rsvp,0.8
10,campuspulse-i33-e8437688,287,click,0.66
32,campuspulse-i33-e8500632,288,rsvp,0.71
33,campuspulse-i33-e8470998,289,click,0.57
8,campuspulse-i33-e8465293,290,click,0.55
16,campuspulse-i33-e8515663,291,rsvp,0.85
3,campuspulse-i33-e8392465,292,click,0.64
36,campuspulse-i33-e8320665,293,click,0.55
2,campuspulse-i33-e8456438,294,click,0.6
18,campuspulse-i33-e8566508,295,click,0.7
13,campuspulse-i33-e8249508,296,click,0.58
12,campuspulse-i33-e8484814,297,click,0.5
4,campuspulse-i33-e8517239,298,click,0.58
24,campuspulse-i33-e8320521,299,click,0.54
6,campuspulse-i33-e8517237,300,click,0.55
29,campuspulse-i33-e8518234,301,click,0.7
23,campuspulse-i33-e8355905,302,click,0.59
24,campuspulse-i33-e8518524,303,click,0.51
37,campuspulse-i33-e8238339,304,click,0.61
7,campuspulse-i33-e8456353,305,click,0.68
4,campuspulse-i33-e8281627,306,click,0.63
32,campuspulse-i33-e8566420,307,rsvp,0.95
18,campuspulse-i33-e8512057,308,rsvp,0.71
27,campuspulse-i33-e8374743,309,click,0.6
21,campuspulse-i33-e8321421,310,click,0.6
19,campuspulse-i33-e8420311,311,rsvp,0.93
29,campuspulse-i33-e8171588,312,click,0.67
17,campuspulse-i33-e8391023,313,click,0.65
16,campuspulse-i33-e8253409,314,click,0.68
16,campuspulse-i33-e8552359,315,click,0.51
16,campuspulse-i33-e8518172,316,rsvp,0.72
17,campuspulse-i33-e8588659,317,rsvp,0.73
4,campuspulse-i33-e8254552,318,rsvp,0.74
40,campuspulse-i33-e8355571,319,click,0.65
17,campuspulse-i33-e8470575,320,click,0.66
34,campuspulse-i33-e8158414,321,click,0.65
30,campuspulse-i33-e8281698,322,rsvp,0.89
39,campuspulse-i33-e8471379,323,click,0.67
27,campuspulse-i33-e8254167,324,click,0.64
22,campuspulse-i33-e8238317,325,click,0.66
4,campuspulse-i33-e8224079,326,click,0.59
12,campuspulse-i33-e8254288,327,click,0.55
11,campuspulse-i33-e8275142,328,click,0.69
13,campuspulse-i33-e8420238,329,click,0.69
17,campuspulse-i33-e8517501,330,click,0.7
28,campuspulse-i33-e8144104,331,rsvp,0.95
36,campuspulse-i33-e8583863,332,click,0.52
17,campuspulse-i33-e8308729,333,click,0.56
30,campuspulse-i33-e8469270,334,rsvp,0.82
26,campuspulse-i33-e8337842,335,click,0.65
29,campuspulse-i33-e8456394,336,click,0.65
6,campuspulse-i33-e8266238,337,rsvp,0.87
37,campuspulse-i33-e8393405,338,rsvp,1
23,campuspulse-i33-e8303875,339,rsvp,0.94
3,campuspulse-i33-e8228981,340,click,0.51
35,campuspulse-i33-e8493691,341,click,0.58
34,campuspulse-i33-e8106124,342,click,0.57
4,campuspulse-i33-e8588445,343,rsvp,0.73
26,campuspulse-i33-e8572096,344,click,0.7
33,campuspulse-i33-e8249285,345,click,0.67
16,campuspulse-i33-e8541373,346,rsvp,0.94
25,campuspulse-i33-e8541455,347,click,0.66
14,campuspulse-i33-e8361646,348,click,0.65
12,campuspulse-i33-e8102320,349,click,0.54
24,campuspulse-i33-e8587540,350,click,0.69
21,campuspulse-i33-e8228688,351,click,0.58
2,campuspulse-i33-e8321405,352,click,0.62
36,campuspulse-i33-e8319321,353,click,0.53
24,campuspulse-i33-e8509731,354,rsvp,0.79
18,campuspulse-i33-e8517239,355,click,0.6
39,campuspulse-i33-e8383479,356,click,0.56
6,campuspulse-i33-e8541373,357,click,0.55
35,campuspulse-i33-e8545246,358,click,0.67
6,campuspulse-i33-e8555533,359,click,0.61
25,campuspulse-i33-e8308733,360,rsvp,0.72
36,campuspulse-i33-e8099295,361,click,0.6
38,campuspulse-i33-e8518524,362,click,0.64
29,campuspulse-i33-e8566504,363,click,0.51
22,campuspulse-i33-e8456506,364,rsvp,0.87
31,campuspulse-i33-e8228686,365,click,0.68
40,campuspulse-i33-e8121730,366,click,0.56
30,campuspulse-i33-e8544398,367,rsvp,0.92
29,campuspulse-i33-e8342555,368,click,0.7
7,campuspulse-i33-e8233700,369,click,0.63
21,campuspulse-i33-e8561822,370,click,0.63
10,campuspulse-i33-e8358047,371,rsvp,0.87
31,campuspulse-i33-e8266238,372,click,0.55
25,campuspulse-i33-e8368254,373,click,0.5
39,campuspulse-i33-e8425649,374,click,0.66
21,campuspulse-i33-e8544675,375,click,0.51
25,campuspulse-i33-e8238307,376,click,0.69
22,campuspulse-i33-e8456506,377,click,0.69
6,campuspulse-i33-e8254288,378,click,0.51
22,campuspulse-i33-e8146849,379,click,0.56
17,campuspulse-i33-e8468198,380,click,0.59
5,campuspulse-i33-e8124747,381,click,0.55
30,campuspulse-i33-e8329572,382,click,0.5
8,campuspulse-i33-e8374472,383,rsvp,0.89
13,campuspulse-i33-e8231573,384,click,0.66
33,campuspulse-i33-e8281807,385,click,0.68
18,campuspulse-i33-e8503520,386,click,0.54
5,campuspulse-i33-e8439834,387,rsvp,0.82
8,campuspulse-i33-e8437680,388,click,0.52
10,campuspulse-i33-e8588628,389,click,0.69
31,campuspulse-i33-e8361684,390,rsvp,0.9
25,campuspulse-i33-e8245374,391,click,0.7
33,campuspulse-i33-e8539642,392,click,0.53
30,campuspulse-i33-e8229226,393,click,0.58
30,campuspulse-i33-e8223292,394,click,0.65
37,campuspulse-i33-e8508455,395,click,0.6
17,campuspulse-i33-e8238272,396,click,0.56
30,campuspulse-i33-e8281802,397,rsvp,0.77
12,campuspulse-i33-e8099286,398,click,0.57
35,campuspulse-i33-e8544399,399,click,0.68
26,campuspulse-i33-e8226449,400,click,0.51
8,campuspulse-i33-e8544399,401,click,0.58
10,campuspulse-i33-e8456280,402,click,0.65
21,campuspulse-i33-e8183661,403,click,0.61
15,campuspulse-i33-e8406746,404,click,0.55
20,campuspulse-i33-e8539647,405,click,0.61
26,campuspulse-i33-e8504458,406,click,0.54
32,campuspulse-i33-e8479638,407,click,0.57
27,campuspulse-i33-e8235454,408,click,0.59
10,campuspulse-i33-e8291916,409,click,0.66
4,campuspulse-i33-e8498851,410,click,0.55
5,campuspulse-i33-e8566419,411,click,0.59
4,campuspulse-i33-e8183663,412,rsvp,0.71
16,campuspulse-i33-e8393446,413,click,0.6
28,campuspulse-i33-e8254454,414,click,0.64
27,campuspulse-i33-e8512057,415,click,0.69
2,campuspulse-i33-e8517920,416,rsvp,0.72
35,campuspulse-i33-e8254302,417,click,0.63
10,campuspulse-i33-e8102328,418,rsvp,0.98
26,campuspulse-i33-e8230277,419,click,0.67
32,campuspulse-i33-e8106124,420,click,0.5
21,campuspulse-i33-e8158416,421,click,0.68
3,campuspulse-i33-e8471379,422,click,0.59
39,campuspulse-i33-e8281815,423,click,0.7
31,campuspulse-i33-e8249561,424,click,0.55
18,campuspulse-i33-e8320665,425,click,0.5
26,campuspulse-i33-e8464581,426,click,0.56
33,campuspulse-i33-e8498841,427,click,0.54
37,campuspulse-i33-e8281668,428,click,0.59
8,campuspulse-i33-e8234141,429,click,0.64
27,campuspulse-i33-e8556028,430,click,0.68
10,campuspulse-i33-e8322444,431,click,0.65
27,campuspulse-i33-e8444387,432,click,0.58
18,campuspulse-i33-e8470576,433,rsvp,0.91
21,campuspulse-i33-e8310679,434,click,0.59
34,campuspulse-i33-e8102323,435,click,0.67
32,campuspulse-i33-e8122466,436,click,0.51
6,campuspulse-i33-e8230277,437,click,0.55
19,campuspulse-i33-e8254115,438,click,0.68
6,campuspulse-i33-e8509813,439,click,0.56
13,campuspulse-i33-e8183633,440,click,0.56
21,campuspulse-i33-e8447145,441,click,0.5
6,campuspulse-i33-e8293156,442,rsvp,0.99
26,campuspulse-i33-e8469264,443,click,0.66
2,campuspulse-i33-e8558082,444,click,0.66
30,campuspulse-i33-e8357207,445,click,0.51
6,campuspulse-i33-e8099308,446,click,0.58
23,campuspulse-i33-e8254552,447,click,0.58
10,campuspulse-i33-e8456442,448,click,0.6
29,campuspulse-i33-e8320339,449,rsvp,0.9
4,campuspulse-i33-e8542730,450,click,0.52
12,campuspulse-i33-e8099286,451,click,0.5
9,campuspulse-i33-e8183646,452,click,0.51
25,campuspulse-i33-e8438812,453,click,0.5
26,campuspulse-i33-e8358760,454,click,0.64
7,campuspulse-i33-e8102319,455,click,0.7
38,campuspulse-i33-e8107652,456,click,0.54
27,campuspulse-i33-e8254367,457,click,0.67
14,campuspulse-i33-e8509810,458,click,0.59
14,campuspulse-i33-e8470575,459,click,0.52
26,campuspulse-i33-e8099306,460,click,0.57
10,campuspulse-i33-e8165513,461,rsvp,0.8
21,campuspulse-i33-e8320525,462,click,0.64
21,campuspulse-i33-e8504454,463,click,0.51
19,campuspulse-i33-e8588786,464,click,0.66
11,campuspulse-i33-e8509816,465,click,0.51
17,campuspulse-i33-e8226505,466,click,0.68
39,campuspulse-i33-e8462797,467,click,0.56
8,campuspulse-i33-e8228686,468,click,0.59
3,campuspulse-i33-e8572747,469,click,0.66
7,campuspulse-i33-e8518053,470,click,0.53
13,campuspulse-i33-e8526347,471,click,0.54
18,campuspulse-i33-e8456442,472,rsvp,0.96
9,campuspulse-i33-e8539632,473,click,0.52
16,campuspulse-i33-e8231573,474,click,0.58
34,campuspulse-i33-e8361457,475,click,0.55
34,campuspulse-i33-e8102329,476,click,0.61
34,campuspulse-i33-e8099294,477,click,0.64
25,campuspulse-i33-e8229226,478,rsvp,0.75
40,campuspulse-i33-e8541986,479,click,0.64
6,campuspulse-i33-e8321405,480,click,0.7
24,campuspulse-i33-e8471008,481,click,0.57
38,campuspulse-i33-e8238165,482,click,0.59
23,campuspulse-i33-e8102330,483,click,0.7
17,campuspulse-i33-e8456506,484,click,0.55
13,campuspulse-i33-e8493820,485,click,0.64
20,campuspulse-i33-e8319273,486,rsvp,0.96
3,campuspulse-i33-e8228980,487,click,0.61
21,campuspulse-i33-e8456353,488,click,0.66
26,campuspulse-i33-e8099308,489,click,0.56
35,campuspulse-i33-e8310702,490,rsvp,0.92
29,campuspulse-i33-e8470583,491,click,0.58
5,campuspulse-i33-e8440145,492,click,0.57
25,campuspulse-i33-e8235131,493,click,0.58
24,campuspulse-i33-e8165513,494,rsvp,0.74
7,campuspulse-i33-e8493923,495,rsvp,0.95
18,campuspulse-i33-e8228686,496,click,0.55
15,campuspulse-i33-e8584593,497,click,0.55
27,campuspulse-i33-e8125027,498,click,0.5
16,campuspulse-i33-e8102324,499,click,0.65
16,campuspulse-i33-e8564752,500,click,0.67
7,campuspulse-i33-e8238307,501,click,0.52
18,campuspulse-i33-e8584728,502,click,0.51
11,campuspulse-i33-e8320665,503,click,0.66
37,campuspulse-i33-e8448023,504,click,0.6
10,campuspulse-i33-e8320646,505,click,0.59
14,campuspulse-i33-e8249615,506,rsvp,0.72
16,campuspulse-i33-e8238272,507,click,0.63
36,campuspulse-i33-e8342565,508,click,0.51
21,campuspulse-i33-e8468198,509,click,0.66
10,campuspulse-i33-e8515659,510,click,0.68
26,campuspulse-i33-e8358453,511,rsvp,0.75
23,campuspulse-i33-e8308733,512,rsvp,0.9
12,campuspulse-i33-e8438072,513,click,0.68
26,campuspulse-i33-e8121730,514,rsvp,0.99
29,campuspulse-i33-e8251214,515,rsvp,0.98
24,campuspulse-i33-e8226448,516,click,0.67
37,campuspulse-i33-e8319923,517,rsvp,0.87
22,campuspulse-i33-e8235582,518,click,0.5
10,campuspulse-i33-e8438812,519,click,0.55
17,campuspulse-i33-e8320341,520,click,0.69
24,campuspulse-i33-e8399364,521,click,0.52
21,campuspulse-i33-e8358760,522,click,0.63
15,campuspulse-i33-e8450008,523,rsvp,0.97
34,campuspulse-i33-e8444387,524,click,0.51
2,campuspulse-i33-e8566420,525,click,0.53
15,campuspulse-i33-e8106132,526,click,0.56
24,campuspulse-i33-e8544674,527,click,0.68
3,campuspulse-i33-e8309558,528,click,0.67
31,campuspulse-i33-e8378868,529,click,0.64
21,campuspulse-i33-e8319320,530,click,0.7
32,campuspulse-i33-e8467721,531,click,0.55
39,campuspulse-i33-e8450444,532,rsvp,0.72
7,campuspulse-i33-e8528689,533,click,0.55
36,campuspulse-i33-e8235361,534,rsvp,0.71
30,campuspulse-i33-e8499171,535,click,0.61
30,campuspulse-i33-e8183634,536,rsvp,0.97
34,campuspulse-i33-e8588667,537,click,0.59
10,campuspulse-i33-e8281824,538,click,0.53
31,campuspulse-i33-e8099313,539,click,0.67
28,campuspulse-i33-e8249285,540,click,0.54
5,campuspulse-i33-e8471379,541,click,0.56
15,campuspulse-i33-e8479038,542,click,0.64
4,campuspulse-i33-e8509936,543,click,0.52
11,campuspulse-i33-e8233700,544,click,0.5
5,campuspulse-i33-e8561821,545,click,0.68
16,campuspulse-i33-e8249615,546,click,0.57
7,campuspulse-i33-e8474016,547,click,0.61
3,campuspulse-i33-e8416457,548,click,0.51
39,campuspulse-i33-e8254288,549,click,0.66
12,campuspulse-i33-e8122339,550,click,0.62
34,campuspulse-i33-e8319083,551,click,0.65
27,campuspulse-i33-e8518053,552,click,0.52
6,campuspulse-i33-e8308732,553,click,0.57
26,campuspulse-i33-e8318664,554,click,0.5
14,campuspulse-i33-e8231803,555,click,0.59
28,campuspulse-i33-e8319273,556,rsvp,0.81
39,campuspulse-i33-e8349866,557,click,0.7
30,campuspulse-i33-e8297818,558,click,0.7
39,campuspulse-i33-e8561822,559,click,0.62
40,campuspulse-i33-e8479038,560,click,0.7
37,campuspulse-i33-e8471023,561,click,0.61
10,campuspulse-i33-e8320338,562,click,0.5
2,campuspulse-i33-e8439834,563,click,0.62
25,campuspulse-i33-e8099301,564,rsvp,1
32,campuspulse-i33-e8106133,565,click,0.53
20,campuspulse-i33-e8539642,566,click,0.63
